Gene	1891_uns	1892_uns	1909_granule	1910_granule	1895_purkinje	1896_purkinje	1893_basket	1894_basket	1903_astrocyte	1904_astrocyte	1907_oligo	1908_oligo	1899_opc	1900_opc
E2f5	252	225	120	120	205	148	109	110	202	69	241	76	170	279
Lrrcc1	310	290	221	356	326	398	326	304	368	163	353	126	149	404
LOC361914	13	6	11	8	70	45	9	14	10	13	20	4	5	4
Slc7a12	10	11	9	8	35	84	16	14	26	15	17	11	34	10
LOC688389	1	3	4	6	39	40	1	0	12	4	2	1	1	1
Rn50_2_1089.2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Ralyl	1738	1962	712	1058	3367	3452	68	46	205	146	150	38	125	156
AABR07009221.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009221.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009224.1	27	29	11	12	24	24	5	0	0	0	0	0	0	0
AABR07009247.1	0	0	0	1	1	0	0	0	0	1	1	0	0	0
LOC100910852	1	3	17	16	11	12	1	1	2	4	5	2	11	10
AABR07009260.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcsk1	9	2	8	4	2	8	3	1	4	4	2	6	2	4
tGap1	2	3	6	5	13	14	5	6	8	10	7	1	10	6
AABR07009325.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009338.1	41	24	14	17	85	11	21	16	19	24	17	9	44	7
Snx16	328	304	123	218	392	489	216	236	360	154	398	214	84	417
Chmp4c	2	2	5	5	8	7	4	3	10	5	5	7	10	5
AABR07009348.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfand1	60	40	23	41	56	50	53	35	92	88	177	67	101	59
Slc10a5	0	4	0	4	21	1	61	7	10	6	30	4	6	5
Impa1	331	294	173	265	504	446	257	235	437	333	539	265	155	252
Fabp12	8	10	17	18	45	39	3	6	15	15	8	2	7	6
Fabp4	0	0	8	2	0	1	0	0	1	4	1	1	3	2
Fabp9	0	0	0	0	1	2	0	0	0	0	0	0	0	0
AABR07009349.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009349.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009350.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009350.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pmp2	0	1	0	0	0	5	0	0	1	0	2	0	1	1
AABR07009351.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabp5	2	2	1	7	2	5	1	2	13	39	4	18	24	6
AABR07009356.1	0	0	0	0	0	0	0	0	0	0	4	0	0	1
Pag1	81	37	9	36	54	28	153	109	319	329	396	199	139	290
AABR07009357.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AABR07009357.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp704	1068	968	677	969	398	635	714	615	992	817	1037	302	939	2664
Zbtb10	142	156	96	151	3	1	185	140	361	281	344	121	177	662
AABR07009368.1	4	1	1	2	0	0	2	0	0	0	0	0	0	0
AABR07009373.2	1	3	57	49	29	35	13	7	19	57	40	25	112	44
AABR07009377.1	2	0	9	9	0	0	5	3	5	3	9	2	4	0
Tpd52	642	504	296	555	7	2	253	296	445	240	1274	451	52	206
Mrps28	1108	1026	620	1106	723	811	818	687	1320	1145	2856	1129	733	1103
LOC499573	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009379.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009384.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Hey1	8	6	4	14	1	2	10	5	21	19	30	21	0	31
Stmn2	6247	4922	1497	2120	793	1001	424	297	304	212	287	64	321	56
AABR07009395.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009397.1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
AABR07009400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il7	65	59	52	47	16	4	36	26	51	29	19	24	5	8
Zc2hc1a	289	279	152	244	117	130	193	207	256	117	220	61	145	187
AABR07009402.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkia	1473	1301	511	963	663	913	1365	1241	1407	784	191	77	1097	1466
AABR07009419.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009419.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009426.1	4	5	13	17	16	19	3	5	14	23	19	11	14	23
AABR07009428.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pex2	190	142	18	61	83	66	143	125	248	198	312	122	36	137
Zfhx4	50	47	29	25	31	17	28	23	178	114	25	16	88	126
AABR07009457.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009482.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnf4g	4	7	25	21	14	14	3	13	23	26	15	5	28	27
Ythdf3	1007	932	397	667	919	1001	820	828	1424	743	1630	707	881	819
AABR07009508.1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
AABR07009516.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009521.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009532.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AABR07009533.1	0	0	0	0	1	2	0	0	0	0	0	0	0	0
AABR07009536.1	6	2	0	3	139	126	6	5	12	2	7	1	4	4
AABR07009538.1	3	0	0	1	2	14	0	0	0	0	0	0	0	0
Mir124-2	4	2	0	1	0	2	0	0	0	0	0	0	0	0
Tceal6	1	0	1	0	7	8	2	4	5	20	0	0	0	0
LOC100912937	0	0	16	6	0	4	0	0	2	2	3	4	2	1
Pramel3	0	0	5	1	4	8	2	0	0	6	2	0	7	3
AABR07009542.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bhlhe22	23	13	2	0	1	0	116	86	56	39	9	1	0	22
Cyp7b1	441	401	25	49	402	248	1960	1521	5037	2597	820	231	495	1038
LOC100361143	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AABR07009572.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Armc1	475	466	351	515	471	771	575	595	713	630	656	377	468	568
Mtfr1	23	21	18	31	38	107	5	8	29	22	49	13	16	25
Pde7a	1521	1356	1364	1225	1839	2119	1745	1583	2392	1606	569	216	1027	1697
Dnajc5b	5	1	7	5	12	6	8	3	14	19	3	1	7	4
Trim55	12	13	1	4	4	4	1	4	1	4	180	51	2	0
Crh	0	0	0	1	1	0	0	0	0	0	1	0	0	0
AABR07009592.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cp	129	123	32	49	75	74	131	169	243	154	361	147	217	501
Hps3	184	162	102	134	133	192	161	137	191	80	355	140	82	126
Hltf	844	927	628	851	454	330	1285	1275	1031	736	572	311	304	615
Gyg1	183	147	104	110	295	225	202	169	212	161	311	122	96	577
AC094053.1	5	3	14	6	10	9	4	6	20	25	14	9	8	11
Cpa3	2	4	3	1	1	8	2	4	4	3	8	5	2	4
Cpb1	1	3	3	4	3	5	0	3	24	25	4	7	4	6
Agtr1b	13	18	348	395	68	65	21	31	82	242	69	44	136	46
AABR07009599.2	0	0	0	0	0	0	0	0	0	2	0	1	1	0
AABR07009599.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009600.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009600.2	1	0	0	4	1	0	0	0	1	6	2	1	2	1
AABR07009634.1	0	0	0	2	1	2	0	0	0	1	0	1	1	2
AABR07009634.2	2	7	24	21	45	39	13	10	13	19	11	7	7	22
AABR07009638.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009638.2	0	0	0	0	0	5	0	0	0	0	0	0	4	6
AABR07009639.1	0	0	0	0	0	23	0	0	0	0	0	0	0	0
Tbl1xr1	1757	1500	1394	1505	1915	2474	1709	1530	4004	2986	5281	2556	3659	4841
AABR07009669.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009679.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009715.1	0	0	0	0	5	1	1	0	0	0	0	0	0	0
AABR07009717.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC499584	192	221	66	164	274	127	364	332	326	260	30	24	49	464
AABR07009734.1	0	1	0	0	0	0	0	0	2	0	0	0	0	2
Rn60_2_1121.2	5	4	0	4	1	7	5	5	4	2	0	0	0	2
Nlgn1	9759	10872	3695	5405	7373	9035	38817	35664	43654	31281	5505	3058	26732	50531
Rn60_2_1119.1	0	0	0	0	0	0	2	3	7	1	0	0	0	3
Rn60_2_1121.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AABR07009786.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata16	16	21	75	88	71	84	25	26	62	76	32	31	63	58
AABR07009786.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009787.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009800.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ect2	7	15	14	28	18	16	8	15	23	28	9	6	23	145
AABR07009800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nceh1	1339	828	523	727	1365	2036	1659	1661	1893	1418	879	374	713	1009
Tnfsf10	5	2	6	4	17	9	7	8	22	40	18	14	29	4
Ghsr	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Fndc3b	415	389	161	269	6304	9147	211	234	578	515	1198	524	2701	2035
Tmem212	9	2	13	8	6	7	2	1	1	10	10	2	4	3
Pld1	223	167	22	22	622	816	71	124	1032	650	8071	3129	2305	3567
AABR07009824.1	13	7	5	8	10	13	10	4	60	17	162	41	107	157
Tnik	7771	7648	4298	7686	14082	16518	8320	8337	20701	14852	2366	1073	6425	13622
AABR07009833.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009834.1	161	130	24	70	341	282	160	130	277	85	38	3	122	80
Slc2a2	26	17	17	38	310	461	49	52	158	194	182	122	276	155
Olr1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC103693054	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100910153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009890.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100910010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100910363	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009891.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100910162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100909993	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100910548	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100910294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif5a2	119	61	14	26	40	75	44	28	43	18	34	21	24	62
Rpl22l1	13	8	10	5	14	40	15	9	8	13	14	2	4	4
Slc7a14	3095	2592	1636	1756	467	659	1558	1257	1392	1081	378	112	140	302
AABR07009900.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cldn11	514	277	11	10	20	9	35	53	516	256	10949	5196	841	517
Skil	317	187	205	171	72	73	227	226	437	247	535	297	530	714
Prkci	473	377	485	580	738	846	712	601	1121	893	693	335	782	1205
Phc3	2457	2247	1250	1971	2674	2662	2050	1846	2861	1977	3346	1450	1422	3107
Gpr160	28	34	40	11	12	30	12	8	18	14	208	43	10	6
Sec62	613	483	569	877	523	802	616	663	787	639	1162	463	426	665
Samd7	3	1	4	11	5	39	3	2	5	2	1	7	2	2
Lrrc31	0	1	0	3	1	5	0	0	2	7	1	8	9	34
Lrriq4	3	3	10	9	5	14	2	3	5	2	1	0	2	7
Lrrc34	89	73	22	17	48	51	45	37	44	21	56	16	2	20
Mynn	198	138	52	97	226	144	192	148	273	117	225	106	49	431
Actrt3	3	1	0	0	0	1	1	0	0	0	0	0	1	0
Terc	0	0	0	0	0	4	0	0	0	0	1	0	0	0
AABR07009910.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir551b	0	0	0	0	11	1	0	0	0	0	0	0	0	0
Egfem1	22	27	67	62	1775	2484	21	13	91	106	54	30	213	312
AABR07009919.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mecom	8	9	10	15	16	23	11	5	86	53	10	8	15	10
AABR07009927.1	0	0	7	2	1	0	1	1	0	0	1	0	1	0
AABR07009931.1	0	1	0	0	0	0	0	0	0	11	0	0	0	0
Kcnmb2	12	22	58	57	38	270	27	30	26	70	20	17	122	57
AABR07009964.1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Zmat3	256	190	184	281	948	1457	179	195	235	199	210	94	121	469
AABR07009965.1	0	3	0	0	0	0	4	0	0	0	6	0	0	0
Pik3ca	655	521	344	488	524	612	345	355	626	472	940	454	742	754
Kcnmb3	5	5	5	3	18	50	3	13	17	7	10	14	11	15
Zfp639	50	31	37	46	36	129	37	43	68	56	85	19	73	83
Mfn1	1881	1153	1982	1995	3151	3457	3002	2362	4811	2944	10446	3633	1470	1625
Gnb4	39	30	11	5	4	53	25	29	556	361	269	107	418	1070
Actl6a	309	212	131	159	165	321	153	159	267	169	301	116	285	172
Mrpl47	90	40	51	32	57	83	90	66	121	70	37	6	42	69
Ndufb5	228	174	155	226	452	591	395	439	676	436	317	134	36	296
AABR07009978.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07009978.2	1	2	0	0	0	0	1	10	2	4	1	1	1	0
Usp13	1003	799	961	1364	1109	1000	1478	1567	1718	1807	420	206	1724	1858
Pex5l	2194	2035	90	92	37	35	1840	1448	5268	2783	63169	23674	1862	1152
AABR07009984.1	0	0	2	1	1	1	2	0	0	0	12	0	0	0
AABR07009986.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Rn50_2_1398.1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Ttc14	326	179	140	381	541	587	338	332	491	373	439	191	484	377
Ccdc39	765	536	167	381	493	568	466	412	597	352	541	200	194	377
Dnajc19	343	281	64	121	154	143	170	155	265	134	243	82	65	156
Fxr1	587	506	557	687	767	1381	626	611	850	724	1209	552	464	1003
Rn50_2_1403.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AABR07010022.1	1	0	0	0	0	0	0	0	5	1	5	9	50	114
LOC100911361	4	5	7	8	5	13	8	12	49	33	88	41	100	88
AABR07010030.1	8	3	0	1	0	0	2	0	34	20	253	183	77	38
Sox2	14	9	0	1	0	0	2	2	98	42	244	107	30	49
AABR07010031.1	0	1	2	5	2	2	1	2	1	5	4	3	21	28
Rn50_2_1411.1	0	3	22	18	10	12	4	5	14	45	10	12	85	175
AABR07010033.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AABR07010040.3	2	0	1	1	2	0	0	1	5	2	3	2	2	1
AABR07010040.2	0	0	1	2	0	1	0	0	1	0	1	0	6	1
AABR07010040.1	0	1	0	0	0	0	0	0	3	0	0	0	51	0
Rn50_2_1417.1	0	0	0	0	1	3	0	0	0	0	0	1	0	0
AABR07010061.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010069.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp11b	1772	1463	890	1507	1163	1652	1052	1011	1511	769	1839	411	484	1559
Dcun1d1	397	286	204	197	434	347	235	250	391	288	412	178	237	329
Mccc1	278	231	183	440	292	449	310	244	462	348	488	250	72	172
AABR07010085.1	1	0	0	0	0	0	2	1	0	0	0	0	0	0
Ccdc144b	2	4	17	8	33	37	6	1	14	16	12	36	5	20
Acad9	201	97	251	286	162	335	192	199	254	334	225	106	279	278
Rslcan18	121	92	6	19	23	37	32	35	55	23	68	17	28	53
Arse	121	90	52	86	79	164	98	93	234	363	240	93	65	243
Qrfpr	13	10	16	20	55	24	2	12	8	15	15	7	3	16
Anxa5	25	19	33	22	350	519	57	65	83	109	55	55	110	39
Exosc9	175	131	420	369	161	298	238	163	220	242	317	168	196	182
Ccna2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bbs7	252	268	85	118	290	440	364	335	545	361	255	109	66	220
Trpc3	312	267	11	10	35427	39382	807	687	3189	1772	176	60	82	523
AC116283.1	5	10	1	2	1	4	2	0	131	144	2	4	0	2
RGD1307100	5963	4808	2511	3886	8931	11661	4874	4757	5984	4140	5422	2374	2573	5322
Adad1	5	5	9	4	11	12	6	6	7	8	22	6	12	13
Il2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AABR07010107.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010107.2	0	0	4	0	1	1	0	0	0	0	0	0	0	0
Il21	3	0	1	0	8	1	0	1	5	1	44	6	14	13
Cetn4	2	1	2	1	0	1	1	0	2	0	1	0	3	1
Bbs12	4	7	1	2	17	8	7	6	10	14	2	10	0	3
Fgf2	21	14	42	24	43	33	19	13	177	135	109	44	88	145
Nudt6	50	40	26	45	39	32	46	42	120	95	88	67	33	54
Spata5	1239	1251	771	1339	1688	1980	1544	1595	1956	1281	1887	840	1473	1806
AC116183.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spry1	13	5	1	7	1	1	4	2	84	51	13	5	94	47
AC115508.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010118.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010121.1	0	1	1	0	2	0	0	0	0	0	0	0	1	0
AABR07010124.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGD1564378	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd50	193	140	164	155	38	35	300	225	342	291	317	149	209	254
Fat4	98	74	33	28	334	504	406	512	867	509	132	79	316	498
AABR07010144.1	0	0	0	0	0	0	0	1	0	0	0	0	3	0
AABR07010150.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010150.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010153.1	0	0	0	0	0	0	2	0	1	6	0	0	21	0
AABR07010155.1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
AABR07010160.2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Intu	113	62	47	111	160	172	86	77	176	125	254	125	51	110
Slc25a31	7	3	3	2	32	7	2	0	15	5	3	1	1	0
Hspa4l	1269	994	584	1110	2957	3204	1237	1146	1317	972	312	189	186	476
Plk4	37	20	20	16	44	42	12	18	20	16	51	45	6	64
Mfsd8	523	403	83	219	490	404	274	291	772	412	884	309	247	478
Abhd18	427	360	475	453	637	538	335	261	545	305	430	198	219	559
1700034I23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Larp1b	371	364	303	436	828	1140	229	232	572	389	206	106	128	410
Rn50_2_1476.1	15	20	26	44	141	225	13	20	70	56	18	10	2	3
AABR07010180.1	4	1	8	1	10	2	1	1	1	9	1	0	1	2
Pgrmc2	238	193	179	419	458	389	212	194	324	497	628	436	358	513
AABR07010181.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010183.1	0	0	0	0	0	0	0	0	2	0	1	0	0	0
AABR07010183.2	0	1	0	0	0	0	0	0	4	0	0	0	0	0
Jade1	585	446	460	607	551	708	567	457	477	369	430	211	116	389
Sclt1	1983	2019	889	1595	2307	2770	1722	1709	1932	1107	1315	552	320	1173
RGD1359508	63	76	40	58	90	96	74	69	158	104	130	66	27	72
AABR07010198.1	1	0	0	1	0	0	0	0	0	1	0	0	2	0
AABR07010201.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010231.1	0	1	2	1	0	2	0	1	1	1	0	0	0	0
AABR07010256.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pabpc4l	0	0	0	0	0	0	0	0	2	1	0	0	0	0
AABR07010293.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010302.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AABR07010306.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGD1563562	2	3	16	10	11	12	5	1	3	12	8	7	18	17
AABR07010330.1	0	0	0	0	0	0	0	0	3	0	0	0	0	1
AABR07010330.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010332.1	0	0	0	0	6	0	0	0	0	0	0	0	0	0
LOC100365525	0	1	0	1	1	1	0	0	0	2	1	1	4	1
AABR07010342.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102555655	2	0	1	0	0	0	0	0	0	0	0	0	0	0
AABR07010358.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AABR07010370.1	1	2	2	1	1	7	1	1	2	0	0	0	0	0
AABR07010385.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AABR07010421.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010460.1	1	0	0	1	0	1	0	0	2	2	3	5	2	0
AABR07010468.1	50	24	17	24	11	56	5	8	67	93	117	47	234	466
Pcdh10	48	19	38	12	75	136	37	17	259	327	142	45	701	526
LOC102549888	0	0	0	0	0	1	0	0	0	0	1	0	2	0
AABR07010483.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC365791	5	3	25	15	4	5	2	2	7	5	6	5	18	8
AABR07010500.1	0	0	0	2	0	2	0	0	0	2	2	0	1	2
AABR07010502.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGD1307595	0	0	1	0	0	1	0	0	0	0	2	0	0	0
LOC103691563	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh18	16	2	6	2	22	11	3	11	32	28	18	21	14	211
Slc7a11	95	63	18	13	4	10	451	300	515	197	73	35	1631	1713
AABR07010544.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010550.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010550.2	1	0	1	3	0	0	1	0	1	1	0	1	2	1
AABR07010554.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Noct	111	67	41	41	30	216	88	84	103	75	75	33	66	73
Elf2	1160	1052	888	1483	1472	2348	944	1426	2016	1964	4823	2841	999	1507
Mgarp	9	10	14	7	30	7	17	14	13	45	10	8	2	67
Ndufc1	43	35	16	33	87	155	83	68	132	47	19	16	14	19
Naa15	1111	993	715	1292	1104	1343	1098	1083	1616	1113	1853	849	1266	1256
Rab33b	171	151	46	53	87	59	76	75	106	55	180	85	117	142
Setd7	1229	960	459	840	1541	1848	842	768	1191	942	2037	1084	1121	1981
Mgst2	6	25	11	22	1	6	5	5	10	4	51	20	11	88
AABR07010563.1	5	4	0	3	0	0	0	0	0	0	0	0	0	0
AABR07010570.1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Dusp14l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010575.1	16	19	2	25	2	0	4	0	11	1	31	1	0	3
AABR07010583.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Foxo1	945	715	566	783	70	97	215	258	4917	3017	3397	1441	890	1128
AABR07010585.1	0	0	2	0	0	1	0	0	0	0	0	0	0	1
AABR07010587.1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
AABR07010589.1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
AABR07010592.2	1	1	7	5	1	0	1	1	6	3	1	0	0	2
AABR07010592.1	4	2	6	1	25	0	1	2	0	1	1	1	1	1
Cog6	667	555	634	876	625	804	537	525	796	702	3378	1584	503	947
Lhfp	16163	15746	11254	16097	562	488	5523	4968	12923	8973	8774	3441	2548	5518
Nhlrc3	84	52	63	72	342	359	91	97	131	118	238	84	254	79
Proser1	591	577	286	324	430	449	224	268	314	273	364	169	76	181
Stoml3	2	0	14	9	6	5	3	4	8	20	5	1	26	14
AABR07010601.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010601.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frem2	14	3	16	34	24	17	17	7	59	91	16	11	157	46
Ufm1	80	31	23	24	8	19	40	36	61	36	116	59	13	137
AABR07010609.2	0	0	0	0	6	19	0	0	0	0	1	0	1	0
AABR07010609.1	1	0	0	0	0	3	0	0	0	0	0	0	0	0
Trpc4	10	10	26	20	19	22	6	15	83	63	7	6	16	11
Postn	2	0	7	3	2	3	1	3	2	7	6	1	4	2
Rexo1l1-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Supt20	944	726	400	728	3155	3877	1271	1159	2885	1847	2020	799	694	1967
Exosc8	150	105	39	149	120	204	110	139	147	104	118	73	94	208
Alg5	151	96	93	80	171	108	138	133	190	95	178	83	133	137
Smad9	20	29	28	121	13	10	13	11	36	28	21	21	181	43
Rfxap	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010620.1	5	8	14	20	10	29	22	21	15	21	25	11	4	29
LOC103691556	1	0	0	0	0	0	0	1	0	0	1	0	0	0
Rfxapl1	0	0	0	2	0	0	0	1	0	0	0	0	1	0
Sertm1	0	2	0	3	0	2	0	3	4	2	2	2	5	9
Ccna1	0	2	5	3	23	6	6	5	24	30	26	10	70	36
Spg20	165	142	80	116	112	76	124	127	241	165	1173	534	658	354
Ccdc169	3	1	1	8	1	1	3	2	2	4	16	16	2	7
Sohlh2	1	1	2	5	3	3	1	2	0	5	4	3	2	3
AABR07010632.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dclk1	2247	2004	844	1370	13597	16308	3547	3255	3167	1979	2394	1247	1043	1952
LOC102552324	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010633.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mab21l1	208	118	56	38	71	99	59	60	55	57	41	22	5	46
AABR07010640.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AABR07010649.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif3i-ps1	22	9	4	2	21	5	8	13	4	9	10	6	1	17
AABR07010660.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010660.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010672.1	0	0	5	2	1	3	3	4	23	85	2	2	16	3
AABR07010675.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010682.1	0	2	2	3	3	3	3	0	1	0	1	0	2	0
Tm4sf1	4	1	0	0	0	0	0	4	5	17	3	1	0	1
AC129365.1	1	1	4	1	0	1	0	0	0	2	3	3	0	3
Tm4sf4	10	18	10	19	12	21	8	16	67	37	126	208	35	587
Wwtr1	38	33	101	77	36	75	80	93	1611	1266	83	50	212	370
Commd2	88	55	11	15	22	22	25	20	45	18	28	24	2	20
Ankub1	44	29	0	9	6	15	3	4	40	7	737	304	12	0
Rnf13	444	410	220	341	1040	1594	539	546	1092	578	3944	1579	321	1120
LOC100909840	0	0	0	1	1	0	2	2	1	3	3	2	4	3
AABR07010705.1	1	1	0	2	2	1	3	1	0	11	17	9	1	2
AABR07010706.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AABR07010706.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07010710.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tsc22d2	805	659	129	289	486	382	405	359	641	330	655	334	479	647
Serp1	47	24	10	26	32	12	18	17	23	13	48	14	2	4
Eif2a	338	256	328	323	478	852	309	318	609	371	812	347	1534	714
Selt	337	151	66	135	138	251	231	195	326	266	392	137	260	270
AC112531.1	45	26	16	29	59	38	44	20	56	33	53	18	8	86
AC112531.2	0	2	30	27	15	29	3	7	5	29	7	3	21	7
Erich6	25	43	29	18	54	98	28	28	76	97	111	77	80	78
Siah2	248	143	65	40	134	145	125	128	204	137	599	241	36	99
AABR07010717.1	2	1	0	2	2	9	5	0	11	1	9	5	3	0
