Gene	asc_S150	asc_S158	asc_S163	asc_S389	asc_S403	asc_S412	asc_S242	asc_S517	asc_S521	asc_S881	asc_S643	asc_S660	asc_S671	asc_S751	asc_S767	asc_S686	asc_S721	oligo_S422	oligo_S466	oligo_S482	oligo_S529	oligo_S542	oligo_S558	oligo_S692	oligo_S724	opc_S144	opc_S400	opc_S402	opc_S425	opc_S428	opc_S214	opc_S246
Vsig1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Irs4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5643	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxt2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	28	0	0	0	0	0	0	0
Kcne1l	0	0	0	0	0	0	0	0	0	0	0	0	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgag1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capn6	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A730046J19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	1	0	0	0	0	0	0
Alg13	0	0	0	0	0	2	1	0	0	0	13	0	0	0	1	0	0	38	0	0	0	0	0	0	0	1	7	0	0	0	0	7
Trpc5os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mageb16-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhfpl1	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0
Amot	4	52	119	61	49	0	0	0	0	1	1	20	11	45	13	0	18	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0
Mir764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snora35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il13ra2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
Lrch2	0	1	0	0	0	0	1	0	0	0	0	0	0	19	0	0	0	27	0	0	0	0	0	0	6	0	0	1	40	0	0	2
Gm15080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem29	3	26	0	0	0	0	0	19	0	2	0	35	1	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	55	1	5
Apex2	0	39	20	0	0	0	0	0	0	0	5	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
Alas2	0	0	0	0	0	2	11	0	0	0	0	20	46	0	15	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0
Mir3620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tro	0	0	0	0	0	0	0	0	0	8	9	0	0	0	28	0	0	0	42	6	0	4	0	0	2	8	8	0	35	0	7	0
Maged2	0	3	43	3	0	67	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	6	85	0	0	0
Tsr2	0	0	0	0	0	0	0	16	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0
Fgd1	0	0	0	14	0	0	0	10	0	0	0	1	19	0	17	5	23	0	0	0	0	0	0	0	0	0	0	4	4	0	0	23
A230072E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf8	0	29	5	7	5	1	3	34	2	0	0	0	0	0	9	15	33	1	26	0	11	0	0	0	0	29	29	0	1	90	0	21
Mirlet7f-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd17b10	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	87	0	0	0	0	0	0
Ribc1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdm5c	0	0	108	54	0	33	1	0	20	6	6	21	25	0	5	0	2	41	11	0	0	0	0	2	3	0	27	0	13	1	0	10
Gpr173	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	15	17	26
Tspyl2	1	0	0	0	0	2	6	80	0	3	0	1	0	0	4	0	0	0	24	0	0	0	0	0	0	0	0	1	15	0	20	33
3010001F23Rik	0	0	0	0	0	32	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	4	0	0	0
Cldn34a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp51	4	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mageh1	0	0	68	0	0	0	5	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9530051G07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rragb	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	12	0	0	0	6	0	43	0	0	0	31	0	0	0
Foxr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubqln2	0	0	0	0	0	0	0	0	2	19	0	0	0	0	7	0	0	18	7	2	4	1	0	42	0	0	0	0	0	5	0	0
Cypt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kctd12b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0
2210013O21Rik	0	0	0	0	1	0	1	0	0	1	0	57	3	0	8	0	0	0	0	0	0	0	0	0	0	3	0	8	2	0	2	0
Spin2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930524N10Rik	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samt4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Samt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magea6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magea8	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magea2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magea3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magea1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sat1	68	49	0	44	41	270	39	46	79	12	72	384	40	113	63	120	3	0	22	19	0	0	0	61	0	0	0	2	7	58	0	19
Acot9	0	0	7	0	188	0	0	0	0	0	30	0	0	2	1	0	0	3	7	91	0	0	0	79	0	0	0	0	61	0	0	0
Prdx4	0	0	114	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	2	19
4930503H13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sms	0	0	0	0	0	1	0	66	3	1	0	0	0	19	0	18	0	0	2	11	0	16	0	0	1	6	0	0	0	21	0	0
Gm6568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yy2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smpx	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl34	0	0	1	0	0	0	0	18	0	0	0	0	0	5	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0
Rps6ka3	0	0	0	2	0	11	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	26	0	0	0	8	1	7	0	0	14	7
Map7d2	9	0	0	0	58	48	3	10	0	2	20	80	26	45	0	0	10	35	1	34	17	2	15	89	1	0	0	5	0	49	1	27
A830080D01Rik	44	0	0	94	6	20	0	0	0	0	0	6	0	0	0	0	0	0	11	0	9	0	0	0	0	0	47	0	0	0	0	0
Pdha1	0	0	0	0	0	0	0	0	0	0	4	43	0	0	0	0	0	0	13	0	4	0	0	0	89	0	0	0	0	0	0	0
Rs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gja6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbbp7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syap1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grpr	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf138rt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zrsr2	0	0	0	0	0	0	0	0	8	1	4	0	0	0	4	0	83	0	0	0	0	13	0	0	0	7	0	0	1	0	16	0
Ap1s2	76	0	0	0	0	0	2	0	0	1	6	2	50	0	0	109	26	0	28	3	11	1	0	135	0	0	0	0	0	4	0	0
Car5b	2	0	0	0	0	0	0	0	0	0	10	33	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
Siah1b	0	0	0	0	0	0	0	0	53	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ace2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Figf	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	13	0	0	0	0	0	0	0	0	0	0
Asb11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Piga	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	37	0	0	0
Asb9	0	0	0	0	0	0	0	0	2	36	0	49	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mospd2	16	0	0	0	52	0	0	0	16	0	0	9	0	0	0	0	0	33	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Fancb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemin8	0	0	0	0	0	0	4	0	1	0	16	2	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0
Trappc2	0	0	0	27	0	0	0	38	0	0	0	7	0	0	0	0	0	0	8	12	0	1	3	0	0	0	0	0	0	0	0	0
Ofd1	0	17	0	211	0	17	0	0	0	2	19	0	11	0	4	0	0	1	0	0	0	0	0	56	0	0	12	9	0	0	0	13
Egfl6	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tceanc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmsb4x	13	0	0	0	0	52	10	43	75	20	0	0	0	8	12	0	0	8	56	135	11	17	7	37	0	0	8	9	3	79	18	7
Tlr7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Msl3	0	0	0	0	0	1	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	19	0	0
Amelx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hccs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	49	0	0	0	0	0	0	0	0	0	0	0	0
4933400A11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G530011O06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asmt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20854	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdm5d	17	0	4	31	0	56	0	0	0	0	0	27	31	0	0	98	0	4	0	0	1	7	0	0	0	4	24	11	0	0	24	0
Zfy1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
Usp9y	0	1	0	0	0	1	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Uty	12	0	2	175	3	5	1	6	38	0	31	55	0	81	0	5	30	71	11	1	1	2	0	2	0	98	2	13	55	9	0	20
Rbmy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700020D14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uba1y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2s3y	23	60	55	157	91	46	7	9	20	6	26	45	57	3	31	0	30	0	4	14	0	1	4	0	58	84	79	1	79	7	23	0
Tspy-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx3y	19	24	0	66	5	30	0	2	3	0	29	4	0	22	18	0	0	3	2	0	29	0	0	0	0	5	0	8	47	8	0	13
Zfy2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0
Gm16501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm31y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssty1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssty2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC100040786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erdr1	0	4	4	1	1	1	3	0	1	0	1	3	11	2	0	5	12	16	0	1	0	2	0	0	5	0	5	0	2	0	6	10
Ust	192	1	0	0	20	0	0	27	5	0	0	0	18	1	0	46	0	0	47	28	3	0	0	0	0	33	54	2	1617	79	25	5
Armc2	0	9	0	0	0	0	1	0	0	6	0	2	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	29
Clvs2	1	0	1	5	0	0	0	0	11	1	0	0	0	0	0	0	0	2	15	0	0	0	0	0	0	0	1	0	0	36	0	0
Gm20757	0	1	0	0	0	0	0	0	0	7	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
Vta1	0	0	1	0	27	0	0	22	0	0	1	0	0	41	0	0	0	0	2	0	1	0	0	10	77	0	0	0	16	0	0	0
Utrn	371	17	153	170	31	44	35	62	157	6	52	187	27	31	0	0	61	3	2	0	4	0	1	0	0	0	111	20	35	0	17	57
Ahi1	5	25	0	0	55	0	0	3	27	1	2	0	0	0	2	1	53	0	98	24	3	3	3	1	0	6	17	6	1	121	2	40
Txlnb	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ptprk	1	0	0	0	0	0	2	364	0	0	5	437	35	62	63	53	8	331	170	223	4	7	25	308	513	55	533	1	268	77	86	2
Rnf146	0	10	90	1	0	12	0	0	14	21	0	4	0	0	0	0	41	8	30	0	0	0	0	0	0	0	86	1	48	10	0	0
Lama2	648	100	118	635	345	412	32	129	91	0	104	367	300	560	103	702	504	167	22	8	2	0	9	107	0	0	0	0	0	2	2	0
Nkain2	1	2	6	60	0	0	2	66	0	3	1	1792	1	0	44	1	67	574	1620	983	295	135	130	1331	1117	5	91	14	137	0	55	10
Frk	2	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rev3l	148	20	6	82	94	105	7	49	4	1	5	133	0	109	45	150	3	36	26	0	3	0	1	71	70	48	107	45	3	119	90	143
Wasf1	0	0	2	0	7	1	0	4	17	0	0	0	0	0	10	0	1	8	51	26	0	0	9	0	6	0	0	0	83	195	4	65
Hs3st5	0	1	1	0	2	0	0	1	1	20	1	1	0	0	10	0	49	13	90	0	0	0	0	0	0	0	1	1	2	0	0	2
Prep	0	0	35	0	0	0	1	55	16	0	0	0	1	0	0	1	43	0	2	0	1	2	0	0	0	0	0	0	1	7	3	0
Grik2	1	1	157	138	59	146	9	17	16	11	110	94	2	103	65	0	84	114	243	30	7	21	13	0	2	158	144	46	595	263	61	168
Pkib	0	1	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Nus1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	15	0	2	6	0	0	19	1	6	0	0	1	1
Ctnna3	45	0	27	10	21	1	57	106	103	0	20	85	0	0	0	1	4	111	115	57	33	30	35	21	155	2	360	13	84	45	1	28
Micu1	0	0	0	80	31	0	0	31	0	0	19	23	0	33	5	0	1	0	10	0	10	14	0	0	22	13	8	1	31	39	0	26
Lrrtm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unc5b	0	0	0	0	0	0	0	0	29	0	0	11	0	0	0	0	0	1	48	69	3	9	1	0	16	0	0	0	0	0	0	0
Col13a1	65	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
Pcdh15	0	0	78	1	0	3	0	0	0	0	0	1	0	22	0	1	90	24	4	1	2	39	0	0	0	734	207	147	75	820	346	547
Slc16a9	0	0	0	1	25	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arid5b	0	1	64	0	0	50	0	0	52	22	8	12	0	40	0	14	0	20	29	74	3	0	0	178	96	64	0	14	0	89	15	0
Gzmm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap3d1	0	0	0	0	83	29	0	115	67	10	16	30	27	19	11	4	0	0	0	1	2	10	23	33	75	11	4	1	13	57	8	0
