Species	Cell_type	Category	Location	Gene	Score
human	Basket	HK	Gene_body	PXK	0.006986027944111777
human	Basket	HK	Gene_body	PXK	0.06107784431137725
human	Basket	HK	Gene_body	PXK	0.05372549019607844
human	Basket	HK	Gene_body	ATXN7	0.5774902975420441
human	Basket	HK	Gene_body	ATXN7	0.3001996007984031
human	Basket	HK	Gene_body	ATXN7	0.06765285996055226
human	Basket	HK	Gene_body	ATXN7	0.6567080045095826
human	Basket	HK	Gene_body	ATXN7	0.595601552393273
human	Basket	HK	Gene_body	ATXN7	0.4251497005988023
human	Basket	HK	Gene_body	ATXN7	0.012081784386617101
human	Basket	HK	Gene_body	ATXN7	0.025440313111545983
human	Basket	HK	Gene_body	ATXN7	0.3478260869565217
human	Basket	HK	Gene_body	PPP4R2	0.1774451097804392
human	Basket	HK	Gene_body	PPP4R2	0.07524752475247524
human	Basket	HK	Gene_body	CEP97	0.25824175824175827
human	Basket	HK	Gene_body	CEP97	0.3863823933975243
human	Basket	HK	Gene_body	CEP97	0.2774451097804392
human	Basket	HK	Gene_body	TIMMDC1	0.16127744510978045
human	Basket	HK	Gene_body	ZNF148	0.6249500998003993
human	Basket	HK	Gene_body	ZNF148	0.17564870259481033
human	Basket	HK	Gene_body	ZNF148	0.3409181636726548
human	Basket	HK	Gene_body	ZNF148	0.5119760479041915
human	Basket	HK	Gene_body	ZNF148	0.034050880626223086
human	Basket	HK	Gene_body	ZNF148	0.029940119760479042
human	Basket	HK	Gene_body	ZNF148	0.5702594810379243
human	Basket	HK	Gene_body	ZNF148	0.5870967741935483
human	Basket	HK	Gene_body	NPHP3	0.2549861495844875
human	Basket	HK	Gene_body	MSL2	0.9732534930139719
human	Basket	HK	Gene_body	MSL2	0.325234899328859
human	Basket	HK	Gene_body	C3orf58	0.984600760456274
human	Basket	HK	Gene_body	C3orf58	0.11561338289962829
human	Basket	HK	Gene_body	RNF13	0.02408376963350785
human	Basket	HK	Gene_body	RNF13	0.1359922178988327
human	Basket	HK	Gene_body	RNF13	0.1894211576846307
human	Basket	HK	Gene_body	RNF13	0.1349301397205589
human	Basket	HK	Gene_body	RNF13	0.1518962075848303
human	Basket	HK	Gene_body	RNF13	0.16247504990019965
human	Basket	HK	Gene_body	SELENOT	0.5524950099800401
human	Basket	HK	Gene_body	MBNL1	0.4321899736147757
human	Basket	HK	Gene_body	MBNL1	0.9150561797752808
human	Basket	HK	Gene_body	MBNL1	0.28423153692614767
human	Basket	HK	Gene_body	MBNL1	0.10179640718562875
human	Basket	HK	Gene_body	MBNL1	0.04610778443113772
human	Basket	HK	Gene_body	MBNL1	0.11676646706586828
human	Basket	HK	Gene_body	MBNL1	0.04148727984344424
human	Basket	HK	Gene_body	MBNL1	0.09181636726546906
human	Basket	HK	Gene_body	MBNL1	0.4069860279441117
human	Basket	HK	Gene_body	MBNL1	0.08642714570858284
human	Basket	HK	Gene_body	MBNL1	0.14115384615384616
human	Basket	HK	Gene_body	MBNL1	0.026147704590818367
human	Basket	HK	Gene_body	MBNL1	0.008982035928143712
human	Basket	HK	Gene_body	MBNL1	0.024750499001996006
human	Basket	HK	Gene_body	MBNL1	0.09604743083003954
human	Basket	HK	Gene_body	NLGN1	0.1584313725490196
human	Basket	HK	Gene_body	NLGN1	0.5451977401129946
human	Basket	HK	Gene_body	NLGN1	0.37211155378486055
human	Basket	HK	Gene_body	NLGN1	0.31206225680933847
human	Basket	HK	Gene_body	NLGN1	0.4075848303393212
human	Basket	HK	Gene_body	NLGN1	0.49324324324324326
human	Basket	HK	Gene_body	NLGN1	0.28560606060606064
human	Basket	HK	Gene_body	NLGN1	0.00598802395209581
human	Basket	HK	Gene_body	NLGN1	0.33013972055888224
human	Basket	HK	Gene_body	NLGN1	0.01317829457364341
human	Basket	HK	Gene_body	NLGN1	0.10838323353293414
human	Basket	HK	Gene_body	NLGN1	0.008880308880308878
human	Basket	HK	Gene_body	NLGN1	0.32804642166344294
human	Basket	HK	Gene_body	NLGN1	0.015568862275449102
human	Basket	HK	Gene_body	NLGN1	0.7279383429672449
human	Basket	HK	Gene_body	NLGN1	0.16047904191616766
human	Basket	HK	Gene_body	NLGN1	0.010721247563352826
human	Basket	HK	Gene_body	NLGN1	0.015442278860569718
human	Basket	HK	Gene_body	NLGN1	0.20419161676646702
human	Basket	HK	Gene_body	NLGN1	0.018363273453093815
human	Basket	HK	Gene_body	NLGN1	0.42096774193548386
human	Basket	HK	Gene_body	NLGN1	0.06724436741767764
human	Basket	HK	Gene_body	NLGN1	0.06210937499999999
human	Basket	HK	Gene_body	NLGN1	0.5315369261477048
human	Basket	HK	Gene_body	NLGN1	0.8626043405676131
human	Basket	HK	Gene_body	NLGN1	0.2445109780439122
human	Basket	HK	Gene_body	NLGN1	0.015298507462686566
human	Basket	HK	Gene_body	NLGN1	0.4045908183632734
human	Basket	HK	Gene_body	NLGN1	0.6944954128440369
human	Basket	HK	Gene_body	NLGN1	0.015169660678642713
human	Basket	HK	Gene_body	NLGN1	0.1027944111776447
human	Basket	HK	Gene_body	NLGN1	0.38
human	Basket	HK	Gene_body	NLGN1	0.017165668662674646
human	Basket	HK	Gene_body	NLGN1	0.07564870259481038
human	Basket	HK	Gene_body	NLGN1	0.016367265469061875
human	Basket	HK	Gene_body	NLGN1	0.36706586826347287
human	Basket	HK	Gene_body	NLGN1	0.021925133689839567
human	Basket	HK	Gene_body	NLGN1	0.022490706319702597
human	Basket	HK	Gene_body	NLGN1	0.6474409448818895
human	Basket	HK	Gene_body	NLGN1	0.5162200282087447
human	Basket	HK	Gene_body	NLGN1	0.21177644710578838
human	Basket	HK	Gene_body	NLGN1	0.5769230769230769
human	Basket	HK	Gene_body	NLGN1	0.28602794411177646
human	Basket	HK	Gene_body	NLGN1	0.5802395209580837
human	Basket	HK	Gene_body	TBL1XR1	0.047790507364975456
human	Basket	HK	Gene_body	TBL1XR1	0.1
human	Basket	HK	Gene_body	TBL1XR1	0.4866267465069863
human	Basket	HK	Gene_body	TBL1XR1	0.07724550898203594
human	Basket	HK	Gene_body	TBL1XR1	0.012574850299401199
human	Basket	HK	Gene_body	TBL1XR1	0.40978043912175643
human	Basket	HK	Gene_body	PIK3CA	0.5363273453093812
human	Basket	HK	Gene_body	DCUN1D1	0.1293307086614173
human	Basket	HK	Gene_body	DCUN1D1	0.04212328767123287
human	Basket	HK	Gene_body	DCUN1D1	0.10618762475049899
human	Basket	HK	Gene_body	DCUN1D1	0.2727272727272728
human	Basket	HK	Gene_body	KLHL24	0.15986238532110086
human	Basket	HK	Gene_body	KLHL24	0.12155688622754489
human	Basket	HK	Gene_body	KLHL24	0.11917808219178085
human	Basket	HK	Gene_body	DVL3	0.2984031936127745
human	Basket	HK	Gene_body	TRA2B	9.98003992015968e-4
human	Basket	HK	Gene_body	TRA2B	0.2944223107569722
human	Basket	HK	Gene_body	TRA2B	0.24174041297935103
human	Basket	HK	Gene_body	ADD1	0.002238805970149254
human	Basket	HK	Gene_body	TAPT1	0.3740518962075848
human	Basket	HK	Gene_body	TAPT1	0.07724550898203593
human	Basket	HK	Gene_body	TAPT1	0.022485207100591712
human	Basket	HK	Gene_body	TAPT1	0.13509881422924902
human	Basket	HK	Gene_body	ANAPC4	0.09535192563081007
human	Basket	HK	Gene_body	ANAPC4	0.011838006230529597
human	Basket	HK	Gene_body	ANAPC4	0.05172413793103448
human	Basket	HK	Gene_body	FRYL	0.023153692614770457
human	Basket	HK	Gene_body	FRYL	0.06766467065868263
human	Basket	HK	Gene_body	FRYL	0.045333333333333344
human	Basket	HK	Gene_body	FRYL	0.4363270777479895
human	Basket	HK	Gene_body	FRYL	0.11616766467065869
human	Basket	HK	Gene_body	FRYL	0.10119760479041916
human	Basket	HK	Gene_body	FRYL	0.02215568862275449
human	Basket	HK	Gene_body	FRYL	0.007185628742514971
human	Basket	HK	Gene_body	FRYL	0.01936127744510978
human	Basket	HK	Gene_body	FRYL	0.1718336483931947
human	Basket	HK	Gene_body	FRYL	0.5621323529411767
human	Basket	HK	Gene_body	OCIAD1	0.010285714285714289
human	Basket	HK	Gene_body	OCIAD1	0.05075757575757578
human	Basket	HK	Gene_body	PAQR3	0.3577608142493639
human	Basket	HK	Gene_body	MAPK10	0.1784158415841584
human	Basket	HK	Gene_body	MAPK10	0.001996007984031936
human	Basket	HK	Gene_body	MAPK10	0.050698602794411185
human	Basket	HK	Gene_body	MAPK10	0.37245240761478166
human	Basket	HK	Gene_body	MAPK10	0.04351297405189621
human	Basket	HK	Gene_body	MAPK10	0.03592814371257485
human	Basket	HK	Gene_body	MAPK10	0.510958904109589
human	Basket	HK	Gene_body	MAPK10	0.03832335329341318
human	Basket	HK	Gene_body	MAPK10	0.034331337325349306
human	Basket	HK	Gene_body	MAPK10	0.0362934362934363
human	Basket	HK	Gene_body	MAPK10	0.08642714570858283
human	Basket	HK	Gene_body	MAPK10	0.0942231075697211
human	Basket	HK	Gene_body	MAPK10	0.12854291417165672
human	Basket	HK	Gene_body	MAPK10	0.22055974165769646
human	Basket	HK	Gene_body	MAPK10	0.5334951456310681
human	Basket	HK	Gene_body	HERC3	0.129981718464351
human	Basket	HK	Gene_body	HERC3	0.196260162601626
human	Basket	HK	Gene_body	HERC3	0.09640718562874252
human	Basket	HK	Gene_body	HERC3	0.24832347140039446
human	Basket	HK	Gene_body	HERC3	0.036926147704590816
human	Basket	HK	Gene_body	HERC3	0.09814126394052047
human	Basket	HK	Gene_body	HERC3	0.06124876114965311
human	Basket	HK	Gene_body	HERC3	0.09141716566866268
human	Basket	HK	Gene_body	HERC3	0.04471057884231536
human	Basket	HK	Gene_body	HERC3	0.03273453093812375
human	Basket	HK	Gene_body	HERC3	0.5559714795008914
human	Basket	HK	Gene_body	HERC3	0.1113502935420744
human	Basket	HK	Gene_body	HERC3	0.3448616600790514
human	Basket	HK	Gene_body	NFKB1	0.16749087961086334
human	Basket	HK	Gene_body	NFKB1	0.008117249154453214
human	Basket	HK	Gene_body	NFKB1	0.212375249500998
human	Basket	HK	Gene_body	NFKB1	0.018363273453093815
human	Basket	HK	Gene_body	NFKB1	0.30159680638722547
human	Basket	HK	Gene_body	NFKB1	0.16652323580034417
human	Basket	HK	Gene_body	ELOVL6	0.04371257485029941
human	Basket	HK	Gene_body	ELOVL6	0.4431137724550898
human	Basket	HK	Gene_body	ELOVL6	0.24670658682634727
human	Basket	HK	Gene_body	ELOVL6	0.2612774451097803
human	Basket	HK	Gene_body	ELOVL6	0.16083650190114068
human	Basket	HK	Gene_body	ELOVL6	0.07041420118343197
human	Basket	HK	Gene_body	ELOVL6	0.06227544910179641
human	Basket	HK	Gene_body	ELOVL6	0.05668662674650697
human	Basket	HK	Gene_body	ELOVL6	0.05405940594059405
human	Basket	HK	Gene_body	ELOVL6	0.4077821011673151
human	Basket	HK	Gene_body	ELOVL6	0.02714570858283433
human	Basket	HK	Gene_body	ELOVL6	0.2592298980747451
human	Basket	HK	Gene_body	ELOVL6	0.5500974658869396
human	Basket	HK	Gene_body	KIAA1109	0.04650698602794412
human	Basket	HK	Gene_body	KIAA1109	0.593812375249501
human	Basket	HK	Gene_body	KIAA1109	0.08003913894324852
human	Basket	HK	Gene_body	KIAA1109	0.0312992125984252
human	Basket	HK	Gene_body	KIAA1109	0.037325349301397207
human	Basket	HK	Gene_body	ZNF827	0.3998236331569664
human	Basket	HK	Gene_body	ZNF827	0.1977477477477477
human	Basket	HK	Gene_body	ZNF827	0.06547619047619048
human	Basket	HK	Gene_body	ZNF827	0.25108695652173907
human	Basket	HK	Gene_body	ZNF827	0.0137221269296741
human	Basket	HK	Gene_body	ZNF827	0.2874251497005988
human	Basket	HK	Gene_body	ZNF827	0.04368932038834953
human	Basket	HK	Gene_body	ZNF827	0.23133732534930138
human	Basket	HK	Gene_body	ZNF827	0.3138486312399356
human	Basket	HK	Gene_body	ZNF827	0.3338078291814947
human	Basket	HK	Gene_body	ZNF827	0.29560878243512967
human	Basket	HK	Gene_body	ZNF827	0.2263473053892216
human	Basket	HK	Gene_body	ZNF827	0.2497568881685574
human	Basket	HK	Gene_body	ZNF827	0.7079840319361277
human	Basket	HK	Gene_body	ZNF827	0.663486842105263
human	Basket	HK	Gene_body	ZNF827	0.8575342465753424
human	Basket	HK	Gene_body	GRIA2	0.19291907514450862
human	Basket	HK	Gene_body	GRIA2	0.023153692614770457
human	Basket	HK	Gene_body	GRIA2	0.00598802395209581
human	Basket	HK	Gene_body	GRIA2	0.008782435129740519
human	Basket	HK	Gene_body	GRIA2	0.0722554890219561
human	Basket	HK	Gene_body	GRIA2	0.002994011976047905
human	Basket	HK	Gene_body	GRIA2	0.018157894736842102
human	Basket	HK	Gene_body	GRIA2	0.03623693379790941
human	Basket	HK	Gene_body	GRIA2	0.04291417165668663
human	Basket	HK	Gene_body	GRIA2	0.09589843749999999
human	Basket	HK	Gene_body	GRIA2	0.25848303393213573
human	Basket	HK	Gene_body	MARCH6	0.07624750499001995
human	Basket	HK	Gene_body	MARCH6	0.17804391217564872
human	Basket	HK	Gene_body	MARCH6	0.16746506986027945
human	Basket	HK	Gene_body	MARCH6	0.011984282907662083
human	Basket	HK	Gene_body	MARCH6	3.9920159680638726e-4
human	Basket	HK	Gene_body	CTNND2	0.1473770491803279
human	Basket	HK	Gene_body	CTNND2	0.030564263322884005
human	Basket	HK	Gene_body	CTNND2	0.2892430278884462
human	Basket	HK	Gene_body	CTNND2	0.004570383912248631
human	Basket	HK	Gene_body	CTNND2	0.1107673267326733
human	Basket	HK	Gene_body	CTNND2	5.988023952095809e-4
human	Basket	HK	Gene_body	CTNND2	0.052099737532808395
human	Basket	HK	Gene_body	CTNND2	0.011177644710578841
human	Basket	HK	Gene_body	CTNND2	0.1342612419700214
human	Basket	HK	Gene_body	CTNND2	0.0017964071856287425
human	Basket	HK	Gene_body	CTNND2	0.019492656875834444
human	Basket	HK	Gene_body	CTNND2	0.007952286282306164
human	Basket	HK	Gene_body	CTNND2	0.268063872255489
human	Basket	HK	Gene_body	CTNND2	0.005788423153692613
human	Basket	HK	Gene_body	CTNND2	0.0011976047904191619
human	Basket	HK	Gene_body	CTNND2	0.008151093439363816
human	Basket	HK	Gene_body	CTNND2	0.01437125748502994
human	Basket	HK	Gene_body	CTNND2	0.1109780439121757
human	Basket	HK	Gene_body	CTNND2	0.003193612774451098
human	Basket	HK	Gene_body	CTNND2	0.4210702341137124
human	Basket	HK	Gene_body	CTNND2	0.06027944111776446
human	Basket	HK	Gene_body	CTNND2	0.15968063872255495
human	Basket	HK	Gene_body	CTNND2	0.06872509960159363
human	Basket	HK	Gene_body	CTNND2	0.3680638722554891
human	Basket	HK	Gene_body	CTNND2	0.2056338028169014
human	Basket	HK	Gene_body	CTNND2	0.6613048368953879
human	Basket	HK	Gene_body	CTNND2	0.12734530938123756
human	Basket	HK	Gene_body	CTNND2	0.11477045908183632
human	Basket	HK	Gene_body	CTNND2	0.10167958656330751
human	Basket	HK	Gene_body	CTNND2	0.02693935119887165
human	Basket	HK	Gene_body	CTNND2	0.26039603960396046
human	Basket	HK	Gene_body	CTNND2	0.3299401197604791
human	Basket	HK	Gene_body	CTNND2	0.05848303393213576
human	Basket	HK	Gene_body	CTNND2	0.15968063872255486
human	Basket	HK	Gene_body	CTNND2	0.10898203592814372
human	Basket	HK	Gene_body	CTNND2	0.02435129740518962
human	Basket	HK	Gene_body	CTNND2	0.013173652694610776
human	Basket	HK	Gene_body	CTNND2	0.02455089820359281
human	Basket	HK	Gene_body	CTNND2	0.17045908183632733
human	Basket	HK	Gene_body	CTNND2	0.016733067729083666
human	Basket	HK	Gene_body	CTNND2	0.011177644710578843
human	Basket	HK	Gene_body	CTNND2	0.007434944237918217
human	Basket	HK	Gene_body	CTNND2	0.2363273453093812
human	Basket	HK	Gene_body	CTNND2	0.11628318584070797
human	Basket	HK	Gene_body	CTNND2	0.052268244575936894
human	Basket	HK	Gene_body	CTNND2	0.20127659574468088
human	Basket	HK	Gene_body	ANKH	0.22759146341463413
human	Basket	HK	Gene_body	ANKH	0.0011976047904191619
human	Basket	HK	Gene_body	ANKH	0.047011952191235065
human	Basket	HK	Gene_body	ANKH	0.20758483033932132
human	Basket	HK	Gene_body	ANKH	0.004984423676012461
human	Basket	HK	Gene_body	ANKH	0.20399201596806393
human	Basket	HK	Gene_body	ANKH	0.06697936210131332
human	Basket	HK	Gene_body	ANKH	0.034530938123752505
human	Basket	HK	Gene_body	ANKH	0.006972111553784861
human	Basket	HK	Gene_body	ANKH	0
human	Basket	HK	Gene_body	ANKH	0.0013972055888223553
human	Basket	HK	Gene_body	ANKH	0.17644710578842313
human	Basket	HK	Gene_body	ANKH	0.006185567010309279
human	Basket	HK	Gene_body	ANKH	0.21556886227544905
human	Basket	HK	Gene_body	ANKH	0.22896825396825393
human	Basket	HK	Gene_body	ANKH	0.2544204322200393
human	Basket	HK	Gene_body	ANKH	0.007984031936127744
human	Basket	HK	Gene_body	ANKH	0.0023952095808383233
human	Basket	HK	Gene_body	ANKH	0.009981851179673321
human	Basket	HK	Gene_body	ANKH	0.13479087452471483
human	Basket	HK	Gene_body	ANKH	0.04870259481037924
human	Basket	HK	Gene_body	ANKH	0.08020942408376962
human	Basket	HK	Gene_body	ANKH	0.25315614617940185
human	Basket	HK	Gene_body	GOLPH3	0.06347305389221558
human	Basket	HK	Gene_body	GOLPH3	0.005788423153692615
human	Basket	HK	Gene_body	GOLPH3	0.10518962075848304
human	Basket	HK	Gene_body	GOLPH3	0.2370577281191807
human	Basket	HK	Gene_body	GPBP1	0.10239520958083832
human	Basket	HK	Gene_body	KIF2A	0.23552894211576847
human	Basket	HK	Gene_body	KIF2A	0.05768463073852296
human	Basket	HK	Gene_body	WDR41	0.22071713147410352
human	Basket	HK	Gene_body	WDR41	0.29982142857142857
human	Basket	HK	Gene_body	WDR41	0.018962075848303395
human	Basket	HK	Gene_body	WDR41	0.07439024390243903
human	Basket	HK	Gene_body	JMY	0.012375249500998007
human	Basket	HK	Gene_body	JMY	0.023664122137404577
human	Basket	HK	Gene_body	PAPD4	0.2157116451016636
human	Basket	HK	Gene_body	PAPD4	0.05229540918163673
human	Basket	HK	Gene_body	CCNH	0.0870259481037924
human	Basket	HK	Gene_body	CCNH	0.07196819085487077
human	Basket	HK	Gene_body	LNPEP	0.09840319361277447
human	Basket	HK	Gene_body	LNPEP	0.07513061650992683
human	Basket	HK	Gene_body	LNPEP	0.07245508982035928
human	Basket	HK	Gene_body	LNPEP	0.07964071856287427
human	Basket	HK	Gene_body	LNPEP	0.19298245614035084
human	Basket	HK	Gene_body	PJA2	0.013358778625954198
human	Basket	HK	Gene_body	PJA2	0.10339321357285433
human	Basket	HK	Gene_body	PJA2	0.372037914691943
human	Basket	HK	Gene_body	REEP5	0.3806215722120658
human	Basket	HK	Gene_body	REEP5	0.045508982035928146
human	Basket	HK	Gene_body	REEP5	0.023513513513513513
human	Basket	HK	Gene_body	REEP5	0.19640718562874243
human	Basket	HK	Gene_body	REEP5	0.19065420560747656
human	Basket	HK	Gene_body	SEMA6A	0.5692614770459081
human	Basket	HK	Gene_body	SEMA6A	0.640856031128405
human	Basket	HK	Gene_body	SEMA6A	0.48502994011976025
human	Basket	HK	Gene_body	SEMA6A	0.2982905982905982
human	Basket	HK	Gene_body	SEMA6A	0.1344103392568659
human	Basket	HK	Gene_body	SEMA6A	0.07245508982035931
human	Basket	HK	Gene_body	SEMA6A	0.3288235294117647
human	Basket	HK	Gene_body	SEMA6A	0.1
human	Basket	HK	Gene_body	SEMA6A	0.12275449101796405
human	Basket	HK	Gene_body	SEMA6A	0.00150093808630394
human	Basket	HK	Gene_body	SEMA6A	0.45728542914171655
human	Basket	HK	Gene_body	SEMA6A	0.016966067864271458
human	Basket	HK	Gene_body	SEMA6A	0.42432915921288006
human	Basket	HK	Gene_body	SEMA6A	0.10077519379844962
human	Basket	HK	Gene_body	SEMA6A	0.13942931258106356
human	Basket	HK	Gene_body	CDC42SE2	0.07504990019960078
human	Basket	HK	Gene_body	CDC42SE2	0.4486166007905138
human	Basket	HK	Gene_body	CDC42SE2	0.021956087824351298
human	Basket	HK	Gene_body	CDC42SE2	0.01782178217821782
human	Basket	HK	Gene_body	CDC42SE2	0.007171314741035857
human	Basket	HK	Gene_body	CDC42SE2	0.018363273453093812
human	Basket	HK	Gene_body	KIF3A	0.1488624052004334
human	Basket	HK	Gene_body	AFF4	0.46404715127701374
human	Basket	HK	Gene_body	AFF4	0.01097804391217565
human	Basket	HK	Gene_body	AFF4	0.31349372384937235
human	Basket	HK	Gene_body	SAR1B	0.09262435677530018
human	Basket	HK	Gene_body	FAM13B	0.3432348367029549
human	Basket	HK	Gene_body	KDM3B	0.6902671755725192
human	Basket	HK	Gene_body	KDM3B	0.19622302158273386
human	Basket	HK	Gene_body	HSPA9	0.2104931794333684
human	Basket	HK	Gene_body	NDFIP1	0.25934489402697497
human	Basket	HK	Gene_body	NDFIP1	0.042011834319526625
human	Basket	HK	Gene_body	NDFIP1	0.031599229287090566
human	Basket	HK	Gene_body	NDFIP1	0.001596806387225549
human	Basket	HK	Gene_body	NDFIP1	0.07318435754189943
human	Basket	HK	Gene_body	NR3C1	0.0093812375249501
human	Basket	HK	Gene_body	NR3C1	0.0033932135728542917
human	Basket	HK	Gene_body	NR3C1	0.062075848303393216
human	Basket	HK	Gene_body	NR3C1	0.26090373280943013
human	Basket	HK	Gene_body	NR3C1	0.01358234295415959
human	Basket	HK	Gene_body	NR3C1	0.19700598802395217
human	Basket	HK	Gene_body	NR3C1	0.7981515711645102
human	Basket	HK	Gene_body	NR3C1	0.3154419595314165
human	Basket	HK	Gene_body	MAPK9	0.03356282271944922
human	Basket	HK	Gene_body	MAPK9	0.03802816901408451
human	Basket	HK	Gene_body	MAPK9	0.019568345323741007
human	Basket	HK	Gene_body	DEK	0.13980144404332126
human	Basket	HK	Gene_body	C6orf62	0.19289897510980974
human	Basket	HK	Gene_body	ATAT1	0.2474683544303798
human	Basket	HK	Gene_body	MAPK14	0.2392857142857143
human	Basket	HK	Gene_body	MAPK14	0.04204753199268739
human	Basket	HK	Gene_body	MAPK14	0.054724409448818886
human	Basket	HK	Gene_body	MAPK14	0.13184357541899439
human	Basket	HK	Gene_body	UBR2	0.09261477045908183
human	Basket	HK	Gene_body	TJAP1	0.21260923845193505
human	Basket	HK	Gene_body	TJAP1	0.41996007984031936
human	Basket	HK	Gene_body	TJAP1	0.34870259481037924
human	Basket	HK	Gene_body	TJAP1	0.2813492063492063
human	Basket	HK	Gene_body	SLC25A27	0.03473053892215568
human	Basket	HK	Gene_body	GCLC	0.013620071684587814
human	Basket	HK	Gene_body	GCLC	0.010964083175803403
human	Basket	HK	Gene_body	GCLC	0.10782918149466195
human	Basket	HK	Gene_body	GCLC	0.27321041214750547
human	Basket	HK	Gene_body	ADGRB3	0.5852427184466018
human	Basket	HK	Gene_body	ADGRB3	0.24331337325349303
human	Basket	HK	Gene_body	ADGRB3	0.10319361277445113
human	Basket	HK	Gene_body	ADGRB3	0.010978043912175647
human	Basket	HK	Gene_body	ADGRB3	0.11587301587301588
human	Basket	HK	Gene_body	ADGRB3	0.0590818363273453
human	Basket	HK	Gene_body	ADGRB3	0.10638722554890219
human	Basket	HK	Gene_body	ADGRB3	0.3540275049115913
human	Basket	HK	Gene_body	ADGRB3	0.7185628742514967
human	Basket	HK	Gene_body	ADGRB3	0.012840466926070038
human	Basket	HK	Gene_body	ADGRB3	0.16362098138747888
human	Basket	HK	Gene_body	ADGRB3	0.16334661354581673
human	Basket	HK	Gene_body	ADGRB3	0.07245508982035927
human	Basket	HK	Gene_body	ADGRB3	0.005588822355289421
human	Basket	HK	Gene_body	ADGRB3	0.09920159680638722
human	Basket	HK	Gene_body	ADGRB3	0.1441117764471058
human	Basket	HK	Gene_body	ADGRB3	0.024666666666666667
human	Basket	HK	Gene_body	ADGRB3	0.12175648702594812
human	Basket	HK	Gene_body	ADGRB3	0.006935123042505592
human	Basket	HK	Gene_body	ADGRB3	0.16599999999999995
human	Basket	HK	Gene_body	ADGRB3	0.024151696606786423
human	Basket	HK	Gene_body	ADGRB3	0.21017964071856285
human	Basket	HK	Gene_body	ADGRB3	0.0398406374501992
human	Basket	HK	Gene_body	ADGRB3	0.4913214990138067
human	Basket	HK	Gene_body	ADGRB3	0.005309734513274336
human	Basket	HK	Gene_body	ADGRB3	0.09720670391061455
human	Basket	HK	Gene_body	ADGRB3	0.02270916334661354
human	Basket	HK	Gene_body	ADGRB3	0.874641675854465
human	Basket	HK	Gene_body	ADGRB3	0.21601489757914347
human	Basket	HK	Gene_body	ADGRB3	0.04424951267056531
human	Basket	HK	Gene_body	ADGRB3	0.035728542914171664
human	Basket	HK	Gene_body	ADGRB3	0.031176470588235288
human	Basket	HK	Gene_body	ADGRB3	0.7753451676528602
human	Basket	HK	Gene_body	ADGRB3	0.18877952755905508
human	Basket	HK	Gene_body	ADGRB3	0.5307385229540919
human	Basket	HK	Gene_body	ADGRB3	0.19136276391554696
human	Basket	HK	Gene_body	ADGRB3	0.22875457875457875
human	Basket	HK	Gene_body	SENP6	0.06606786427145708
human	Basket	HK	Gene_body	IBTK	0.1225548902195609
human	Basket	HK	Gene_body	IBTK	0.02072243346007604
human	Basket	HK	Gene_body	IBTK	0.04530075187969925
human	Basket	HK	Gene_body	IBTK	0.17331319234642495
human	Basket	HK	Gene_body	MAP3K7	0.749700598802395
human	Basket	HK	Gene_body	MAP3K7	0.0306779661016949
human	Basket	HK	Gene_body	MAP3K7	0.13912175648702602
human	Basket	HK	Gene_body	MAP3K7	0.3604859335038363
human	Basket	HK	Gene_body	FUT9	0.21269254467036333
human	Basket	HK	Gene_body	FUT9	0.03218390804597701
human	Basket	HK	Gene_body	FUT9	0.6726546906187626
human	Basket	HK	Gene_body	FUT9	0.04291417165668662
human	Basket	HK	Gene_body	FUT9	0.051696606786427145
human	Basket	HK	Gene_body	FUT9	0.08852772466539198
human	Basket	HK	Gene_body	FUT9	0.014970059880239523
human	Basket	HK	Gene_body	FUT9	0.20441988950276235
human	Basket	HK	Gene_body	FUT9	0.032934131736526956
human	Basket	HK	Gene_body	FUT9	0.13153692614770457
human	Basket	HK	Gene_body	FUT9	0.055489021956087826
human	Basket	HK	Gene_body	FUT9	0.03772455089820358
human	Basket	HK	Gene_body	FUT9	0.06646706586826347
human	Basket	HK	Gene_body	PNISR	0.73812375249501
human	Basket	HK	Gene_body	PNISR	0.16785310734463288
human	Basket	HK	Gene_body	CCNC	0.32198347107438025
human	Basket	HK	Gene_body	SOBP	0.2926147704590819
human	Basket	HK	Gene_body	SOBP	0.9608782435129738
human	Basket	HK	Gene_body	SOBP	0.4984031936127744
human	Basket	HK	Gene_body	SOBP	0.5947565543071164
human	Basket	HK	Gene_body	SOBP	0.6508982035928148
human	Basket	HK	Gene_body	SOBP	0.7531496062992125
human	Basket	HK	Gene_body	SOBP	0.13091482649842273
human	Basket	HK	Gene_body	SOBP	0.06447105788423155
human	Basket	HK	Gene_body	SOBP	0.6183783783783784
human	Basket	HK	Gene_body	SOBP	0.43912175648702595
human	Basket	HK	Gene_body	SOBP	0.32443609022556386
human	Basket	HK	Gene_body	SOBP	0.8131147540983606
human	Basket	HK	Gene_body	SOBP	0.004990019960079841
human	Basket	HK	Gene_body	SOBP	0.6399201596806386
human	Basket	HK	Gene_body	SOBP	0.16111111111111112
human	Basket	HK	Gene_body	SOBP	0.1696275071633237
human	Basket	HK	Gene_body	SOBP	0.016766467065868266
human	Basket	HK	Gene_body	SOBP	0.8258017492711371
human	Basket	HK	Gene_body	SOBP	0.15068226120857703
human	Basket	HK	Gene_body	SOBP	0.051297405189620754
human	Basket	HK	Gene_body	SOBP	0.3647509578544061
human	Basket	HK	Gene_body	SOBP	0.36706586826347304
